claim_id,category,occurrence_count,clinical_validity,practice_current_eligibility,normalized_statement,numeric_values,routes,population_markers,context_markers,jurisdiction_markers
candidate-claim:e755ba50a3cdcb8709d0,contraindicacao_interacao,1,pending,blocked,- definitiva hiperatividade detrusora refrataria → botox intravesical → neuromodulacao sacral deficit de complacencia refratario a tratamento clinico → enterocistoplastia padrao arreflexo → cic definitivo - condicao da conduta escolha da droga (antimuscarinico x β3-agonista) condicionada a comorbidade (glaucoma de angulo estreito x has descontrolada) botox contraindicado em miastenia eaton-lambert gestacao/amamentacao coagulopatia uso de aminoglicosideo,,,,,
candidate-claim:afafb43c463c2dd6e017,contraindicacao_interacao,1,pending,blocked,"- definitiva ieca/bra em dose maxima tolerada (mesmo sem has se albuminuria confirmada) → associar sglt2i (se tfg≥20 para iniciar) → associar finerenona se albuminuria persistente e alto risco cv (tfg≥25 k<4,8) controle glicemico intensificado (hba1c<7%) com ajuste de hipoglicemiante pela tfg restricao proteica moderada (0,8–1g/kg/dia) e de sodio - condicao da conduta tfg muda a escolha do hipoglicemiante (metformina ate 30 sglt2i ate 20 para iniciar sem limite inferior para manter) nunca associar ieca+bra","0,8 ; 1g ; 20 ; 25 ; 30 ; 4,8 ; 7",,,,
candidate-claim:00468b2a6dd0a1ee72a7,contraindicacao_interacao,1,pending,blocked,- definitiva itu nao complicada → fosfomicina ou nitrofurantoina 3–5 dias incontinencia de urgencia → anticolinergico ou β3-agonista (checar contraindicacao) → botox se refratario incontinencia de esforco → sling uretral (sempre apos tratar componente de urgencia se misto),3 ; 5 dias,,,,
candidate-claim:3220bfe7bb14b2b418b4,contraindicacao_interacao,1,pending,blocked,- definitiva ivt e/ou evt conforme elegibilidade sem atrasos sequenciais evitaveis - guardrail selecao e dose reais exigem protocolo contraindicacoes completas,,,,,
candidate-claim:8444da0b8f75335a2610,contraindicacao_interacao,1,pending,blocked,- definitiva levotiroxina (t4) em dose unica diaria em jejum 30-60 min antes do desjejum dose por idade/comorbidade (ver tabela) nunca associar t3,30 ; 60 min,,,,
candidate-claim:3337c0f2b624286c739c,contraindicacao_interacao,1,pending,blocked,- definitiva metformina como base (se sem contraindicacao) + 2º farmaco guiado pela comorbidade (ascvd/drc → isglt2/glp1 obesidade → glp1/coagonista gip-glp1 nenhum dos dois → qualquer ad),,,,,
candidate-claim:34b00459d66bfd33b813,contraindicacao_interacao,1,pending,blocked,- definitiva mev para todo sobrepeso/obesidade farmacoterapia se imc≥30 ou (27-30 + comorbidade + falha de mev) cirurgia bariatrica se imc>40 ou (35-40 + comorbidade que ameace a vida) idade >18 - condicao da conduta escolha do farmaco depende de contraindicacao individual (orlistate x nefrolitiase por oxalato sibutramina x risco cv alto),18 ; 27 ; 30 ; 35 ; 40,,,,
candidate-claim:c7d22f89f7fd2cea479c,contraindicacao_interacao,1,pending,blocked,"- definitiva oe maligna — tratamento sistemico prolongado antipseudomonas guiado por cintilografia seriada (ver capsula ""otites"") exostose/osteoma sintomaticos — cirurgia quando ha complicacao (otite recidivante estenose colesteatoma associado perfuracao de mt) ou por indicacao relativa (paciente quer continuar praticando esporte aquatico) corpo estranho — remocao conforme o tipo de material nunca lavagem em ce hidrofilo nem pinca em ce duro oto-hematoma — incisao drenagem aproximacao sem sutura e curativo compressivo com antibiotico de amplo espectro para pele - condicao da conduta em suspeita de perfuracao de mt nunca realizar lavagem para remocao de corpo estranho",,,,,
candidate-claim:21c2da89f0fa1dd1b686,contraindicacao_interacao,1,pending,blocked,- definitiva oma — antibioticoterapia (amoxicilina ± clavulanato) e analgesia omc simples — clinico primeiro cirurgico (timpanoplastia) se persistente omc supurativa/colesteatomatosa — cirurgico (timpanomastoidectomia) oe aguda difusa — cuidados locais + gotas topicas (quinolona preferencial sem ototoxicidade) oe maligna — antibioticoterapia sistemica antipseudomonas prolongada (6–9 semanas) + debridamento diario monitorada por vhs/cintilografia com galio - condicao da conduta em crianca/adolescente ou gestante evitar quinolona sistemica em diabetico com otite externa refrataria sempre elevar a suspeita para oe maligna antes de escalar o tratamento topico,6 ; 9 semanas,,adolescente ; gestante,aguda,
candidate-claim:6be442dfd4274621e790,contraindicacao_interacao,1,pending,blocked,- definitiva plano b com sro 50-100 ml/kg em 4-6h na unidade de saude reavaliando o estado de hidratacao continuamente se vomitos persistentes sog 20 ml/kg/h ondansetrona por peso/idade se necessario se sem melhora em 6h encaminhar para hospital - condicao da conduta plano c reservado para perda de peso >10% contraindicacao de tro (ileo paralitico abdome agudo alteracao de consciencia/convulsoes) choque hipovolemico vomitos biliosos/incontrolaveis ou falha comprovada da tro — expansao por faixa etaria (30+70 ml/kg tempo variando conforme <1 ano ou ≥1 ano rn/cardiopata grave 10 ml/kg em 30 min),1 ; 10 ; 10 ml/kg ; 100 ml/kg ; 20 ml/kg ; 30 ; 30 min ; 4 ; 50 ; 6h ; 70 ml/kg,,rn,agudo,
candidate-claim:7cdf36bb956b3005ece4,contraindicacao_interacao,1,pending,blocked,- definitiva protocolo siop — quimioterapia neoadjuvante (reduzir volume tumoral) → cirurgia (preservar o maximo de parenquima renal funcionante) → quimioterapia adjuvante conforme pior grau histologico e estadio patologico encontrados → radioterapia nos casos mais avancados ou com resposta insuficiente - condicao da conduta biopsia previa so e indicada em caso de duvida diagnostica real e mesmo assim esta contraindicada se tumor cistico sindrome de malformacao associada lesao de dificil acesso lesoes bilaterais tipicas ou idade <7 meses (nesses casos nefrectomia direta),7 meses,,,,
candidate-claim:a275cbd483b0fdf66914,contraindicacao_interacao,1,pending,blocked,- definitiva quimioterapia neoadjuvante (reduzir volume tumoral aumentar chance de cirurgia conservadora induzir necrose avaliavel pelo grau de huvos) → tratamento cirurgico (conservador preferencialmente com endoprotese ou enxerto autologo) → quimioterapia adjuvante por mais de 6 meses (combater micrometastases evitar recidiva),6 meses,,,,
candidate-claim:18eb5a7bb5d39398fc28,contraindicacao_interacao,1,pending,blocked,"- definitiva se crise persistente — diazepam 0,3 mg/kg iv (ou 0,5 mg/kg retal/sublingual) ou midazolam → fenitoina → fenobarbital → tiopental (refrataria) tratar a febre e sua causa (antitermico ev na crise oral depois) - condicao da conduta pl so se sinais meningeos <12m 12-18m a criterio medico ou crise complicada — e so se nao houver contraindicacao (glasgow<12 choque septico hic coagulopatia suspeita de meningococcemia hemorragica)","0,3 mg/kg ; 0,5 mg/kg ; 12",ev ; iv ; retal ; sublingual,,,
candidate-claim:2749e97ce4cbe5a5a3b5,contraindicacao_interacao,1,pending,blocked,- definitiva segunda linha compativel com contraindicacoes refratario → uti,,,,segunda linha ; uti,
candidate-claim:c034f233c169fe59655d,contraindicacao_interacao,1,pending,blocked,- definitiva surto — metilprednisolona (vo se leve iv se moderado/grave) escalando para plasmaferese/ivig se sem resposta ou contraindicacao manutencao — terapia modificadora de doenca conforme fenotipo (cis/em-rr/em-sp/em-pp) e nivel de atividade,,iv ; vo,,,
candidate-claim:09e5bd400deb66474eda,contraindicacao_interacao,1,pending,blocked,- definitiva torcao confirmada → distorcao manual + orquidopexia bilateral (defeito de tunica vaginalis e bilateral) necrose → orquiectomia epididimite/orquite → antibioticoterapia dirigida por idade/etiologia + suspensorio escrotal + anti-inflamatorio - condicao da conduta fimose → tratamento topico (postec) em primeira linha cirurgia so se fimose verdadeira balanopostite/itu de repeticao ou erecao dolorosa em adolescente/adulto jovem — checar contraindicacoes (hipospadia epispadia prematuridade penis embutido) antes,,,adolescente ; adulto,primeira linha,
candidate-claim:7962a0fd07607367669e,contraindicacao_interacao,1,pending,blocked,- definitiva tratar a etiologia identificada manter orientacao (relogio calendario iluminacao adequada evitar isolamento total),,,,,
candidate-claim:9c5f096c71f28215ccb8,contraindicacao_interacao,1,pending,blocked,- definitiva tratar causa reversivel se identificada se degenerativa — anticolinesterasico (donepezila/rivastigmina/galantamina) ± memantina conforme estagio medicar sintomas neuropsiquiatricos associados com cautela (evitar anticolinergicos/triciclicos que pioram cognicao),,,,,
candidate-claim:e14f9fd72fa96cc3f7ab,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso acidose lactica por metformina em tfg<30 ou situacoes de hipoxia/hipoperfusao cetoacidose diabetica euglicemica por isglt2 (glicemia pode estar so discretamente elevada nao confiar so na glicemia para descartar) - o que mudaria a decisao ic sintomatica classes iii–iv (contraindica glitazona reforca indicacao de isglt2) gestacao (contraindica glitazona metformina tem relativa seguranca) idade >65 anos uso de contraste iodado ou alcool (potencializa risco de acidose lactica com metformina mesmo com tfg limitrofe),30 ; 65 anos,iv,,,
candidate-claim:886271ccf4e910a6d7fc,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso bexigoma (retencao urinaria aguda com massa hipogastrica palpavel) e emergencia que exige sondagem vesical imediata (ou cistostomia se a sonda nao passar) trauma de uretra e a situacao em que sondar — a conduta mais reflexa de um medico diante de retencao urinaria — e justamente a contraindicacao,,,,aguda,
candidate-claim:a4e159b49694d86d252a,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso cancer de prostata (zona periferica psa 4–6x mais por celula tumoral toque + psa alterados juntos aumentam muito a suspeita) - o que mudaria a decisao uso de 5-ari (dobrar o psa antes de interpretar) presenca de lobo mediano (contraindica urolift) episodio unico x recorrente de rua/itu (so o recorrente fecha indicacao absoluta),4 ; 5 ; 6,,,,
candidate-claim:1928ebdf5eb42c1cb5f2,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso carcinoma anaplasico e emergencia oncologica (crescimento rapido invasao local 90% obito em 6 meses) — nao tratar como os demais subtipos de bom prognostico - o que mudaria a decisao gestacao — evitar conduta agressiva a menos que o nodulo seja de comportamento agressivo (anaplasico que exige operar mesmo na gestacao) caso contrario aguardar o fim da gestacao para investigar,6 meses ; 90,,,,
candidate-claim:a6f58f5cff791d9f1748,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso glaucoma agudo de angulo fechado mimetizando quadro neurologico (cefaleia + nausea/vomito) — sempre examinar o olho (dor hiperemia midriase media fixa) antes de assumir etiologia puramente neurologica - o que mudaria a decisao historico de glaucoma de angulo estreito ou angulo fechado contraindica midriaticos/anticolinergicos em qualquer contexto (exame sedacao medicacao sistemica com efeito anticolinergico),,,,agudo,
candidate-claim:30c4fd037a02724f100b,contraindicacao_interacao,1,pending,blocked,"- diferencial perigoso gnrp (crescentica) — qualquer sindrome nefritica com queda rapida de funcao renal deve levantar gnrp e acelerar a investigacao pois o atraso custa nefrons de forma irreversivel - o que mudaria a decisao presenca de contraindicacao muda a conduta de ""biopsiar"" para ""corrigir a contraindicacao primeiro"" estratificacao de risco na nm muda de ""observar"" para ""imunossupressao""",,,,,
candidate-claim:0d1ccc1590f0c05e4317,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso hematoma extradural rapidamente fatal exige contato neurocirurgico imediato sinais de hic (cefaleia + vomitos + papiledema + rnc) numa hemorragia intraparenquimatosa nao esperam o fechamento diagnostico completo - o que mudaria a decisao hora exata do inicio dos sintomas (dentro ou fora da janela) presenca de contraindicacao a trombolise achado de imagem (isquemico x hemorragico aspecto biconvexo x concavo) e nivel de consciencia (gcs <8 muda a via aerea),8,,,,
candidate-claim:b0c2377f80f44b0d4c73,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso hepatotoxicidade fatal do valproato (rara mas grave) arritmia por fenitoina ev rapida - o que mudaria a decisao gestacao (ver capsula especifica de anticonvulsivantes na gestacao) glaucoma ou calculo renal (contraindica topiramato) necessidade de menos interacoes medicamentosas (preferir gabapentina/pregabalina/tiagabina/levetiracetam),,ev,,,
candidate-claim:7b927d790f49d4fb90e5,contraindicacao_interacao,1,pending,blocked,"- diferencial perigoso hic com triade de cushing ja instalada = herniacao iminente — nao e mais momento de ""investigar"" e momento de agir na escada terapeutica em paralelo a investigacao de causa - o que mudaria a decisao presenca de coagulopatia contraindica cateter de pic e cirurgia paciente vigil nao tem indicacao de monitorizacao invasiva mesmo com tc alterada",,,,,
candidate-claim:cd4ad1fc0078d75ed1a5,contraindicacao_interacao,1,pending,blocked,"- diferencial perigoso hiperglicemia aguda grave cetoacidose necessidade de cirurgia ou suspeita de diabetes autoimune → terapia baseada em insulina nao escalonamento de orais - o que mudaria a decisao tfg historia de itu/infeccao genital de repeticao dii icc iii/iv gestacao — cada um contraindica uma classe especifica nao ""todos os antidiabeticos""",,iv,,aguda,
candidate-claim:a8a91c4b49857cbf2dc5,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso hipertrigliceridemia grave nao tratada → pancreatite aguda miopatia/rabdomiolise sob estatina ou combinacao genfibrozila+estatina exige monitorar ck e suspender se sintomatico - o que mudaria a decisao gestacao ou crianca (preferir resina evitar estatina — teratogenica) funcao hepatica alterada (cautela com estatina/bempedoico ambos hepaticamente ativados/metabolizados) uso concomitante de varfarina ou hipoglicemiante oral (fibrato potencializa ambos),,,,aguda,
candidate-claim:3521c34585e74354b1a3,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso hipoglicemia grave por sulfonilureia (principalmente glibenclamida em idoso/ir) — risco real ao contrario de idpp-4/glp-1 ra isolados - o que mudaria a decisao gravidez/lactacao (contraindica a maioria das su exceto excecoes nomeadas) ic sintomatica (evita saxa/alogliptina) ascvd (define glp-1 ra com beneficio cv comprovado como preferencial),1 ; 4,,gravidez ; idoso,,
candidate-claim:28d5a6ba9ca2bc96dfa4,contraindicacao_interacao,1,pending,blocked,- diferencial perigoso itu assintomatica em idosa evoluindo para alteracao de consciencia — diferencial obrigatorio com avc antes de assumir causa neurologica primaria - o que mudaria a decisao gestacao (contraindica bcg/botox muda antibiotico para cefalexina contraindica trimetoprim conforme trimestre) glaucoma de angulo estreito (contraindica anticolinergico) has nao controlada (contraindica β3-agonista) componente de urgencia associado ao de esforco (muda a ordem do tratamento),,,,,
